734009,2,6,3,G Gambhir,RV Uthappa,PP Ojha,2,0,2,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,6,4,G Gambhir,RV Uthappa,PP Ojha,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,6,5,G Gambhir,RV Uthappa,PP Ojha,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,6,6,RV Uthappa,G Gambhir,PP Ojha,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,7,1,G Gambhir,RV Uthappa,Harbhajan Singh,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,7,2,G Gambhir,RV Uthappa,Harbhajan Singh,0,0,0,0,1,bowled,G Gambhir,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,7,3,MK Pandey,RV Uthappa,Harbhajan Singh,0,1,1,0,0,NA,NA,NA,wides,Kolkata Knight Riders,Mumbai Indians
734009,2,7,4,MK Pandey,RV Uthappa,Harbhajan Singh,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,7,5,MK Pandey,RV Uthappa,Harbhajan Singh,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,7,6,RV Uthappa,MK Pandey,Harbhajan Singh,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,7,7,MK Pandey,RV Uthappa,Harbhajan Singh,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,8,1,RV Uthappa,MK Pandey,PP Ojha,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,8,2,MK Pandey,RV Uthappa,PP Ojha,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,8,3,RV Uthappa,MK Pandey,PP Ojha,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,8,4,MK Pandey,RV Uthappa,PP Ojha,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
734009,2,8,5,MK Pandey,RV Uthappa,PP Ojha,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Mumbai Indians
